ano,semestre,pp,aprov,reprov,nao_comp,total,p_aprov,p_reprov,p_naocomp,cod_municipio
2014,2,NA,0,0,0,0,-1,-1,-1,5206909
2014,2,S,6,2,0,8,75,25,0,5207105
2014,2,NA,0,0,0,0,-1,-1,-1,5208301
2014,2,NA,0,0,0,0,-1,-1,-1,5207253
2014,2,S,17,0,1,18,94.4444444444444,0,5.55555555555556,5207352
2014,2,N,9,0,0,9,100,0,0,5207402
2014,2,NA,0,0,0,0,-1,-1,-1,5207501
2014,2,N,13,0,1,14,92.8571428571429,0,7.14285714285714,5207535
2014,2,N,10,1,1,12,83.3333333333333,8.33333333333333,8.33333333333333,5207600
2014,2,S,0,2,21,23,0,8.69565217391304,91.304347826087,5207808
2014,2,N,14,10,3,27,51.8518518518518,37.037037037037,11.1111111111111,5207907
2014,2,S,10,0,1,11,90.9090909090909,0,9.09090909090909,5208004
2014,2,NA,0,0,0,0,-1,-1,-1,5208103
2014,2,NA,0,0,0,0,-1,-1,-1,5208152
2014,2,N,2,2,2,6,33.3333333333333,33.3333333333333,33.3333333333333,5208400
2014,2,N,10,0,0,10,100,0,0,5208509
2014,2,S,43,0,1,44,97.7272727272727,0,2.27272727272727,5208608
2014,2,N,12,12,17,41,29.2682926829268,29.2682926829268,41.4634146341463,5208707
2014,2,N,13,0,1,14,92.8571428571429,0,7.14285714285714,5208806
2014,2,N,11,5,10,26,42.3076923076923,19.2307692307692,38.4615384615385,5208905
2014,2,N,21,7,2,30,70,23.3333333333333,6.66666666666667,5209101
2014,2,NA,0,0,0,0,-1,-1,-1,5209150
2014,2,N,8,4,0,12,66.6666666666667,33.3333333333333,0,5209200
2014,2,NA,0,0,0,0,-1,-1,-1,5209291
2014,2,NA,0,0,0,0,-1,-1,-1,5209408
2014,2,NA,0,0,0,0,-1,-1,-1,5209457
2014,2,NA,0,0,0,0,-1,-1,-1,5209606
2014,2,S,10,3,5,18,55.5555555555556,16.6666666666667,27.7777777777778,5209705
2014,2,NA,0,0,0,0,-1,-1,-1,5209804
