cod_municipio,ano,semestre,pp,aprov,reprov,nao_comp,total,p_aprov,p_reprov,p_naocomp
520170,2017,1,N,6,1,0,7,0.8571428571,0.1428571429,0
520180,2017,1,N,9,0,0,9,1,0,0
520215,2017,1,S,9,2,1,12,0.75,0.1666666667,0.0833333333
520235,2017,1,S,5,4,0,9,0.5555555556,0.4444444444,0
520250,2017,1,S,1,8,1,10,0.1,0.8,0.1
520260,2017,1,N,9,0,0,9,1,0,0
520280,2017,1,S,7,0,0,7,1,0,0
520310,2017,1,S,0,4,2,6,0,0.6666666667,0.3333333333
520320,2017,1,N,24,0,1,25,0.96,0,0.04
520330,2017,1,N,56,0,0,56,1,0,0
520340,2017,1,S,2,8,3,13,0.1538461538,0.6153846154,0.2307692308
520350,2017,1,S,11,8,1,20,0.55,0.4,0.05
520355,2017,1,S,1,2,2,5,0.2,0.4,0.4
520357,2017,1,S,13,1,1,15,0.8666666667,0.0666666667,0.0666666667
520360,2017,1,N,5,0,0,5,1,0,0
520380,2017,1,S,8,1,0,9,0.8888888889,0.1111111111,0
520390,2017,1,S,12,0,2,14,0.8571428571,0,0.1428571429
520393,2017,1,S,5,0,1,6,0.8333333333,0,0.1666666667
520396,2017,1,S,2,0,1,3,0.6666666667,0,0.3333333333
520400,2017,1,S,8,1,0,9,0.8888888889,0.1111111111,0
520410,2017,1,S,10,8,0,18,0.5555555556,0.4444444444,0
520420,2017,1,N,8,0,0,8,1,0,0
520425,2017,1,S,10,2,3,15,0.6666666667,0.1333333333,0.2
520430,2017,1,N,25,3,0,28,0.8928571429,0.1071428571,0
520440,2017,1,N,18,2,6,26,0.6923076923,0.0769230769,0.2307692308
520450,2017,1,N,16,0,0,16,1,0,0
520455,2017,1,N,7,0,1,8,875,0,125
520460,2017,1,S,11,0,0,11,1,0,0
520465,2017,1,S,10,0,0,10,1,0,0
520470,2017,1,S,7,5,2,14,0.5,0.3571428571,0.1428571429
520480,2017,1,N,5,7,1,13,0.3846153846,0.5384615385,0.0769230769
520485,2017,1,N,6,0,0,6,1,0,0
520490,2017,1,S,9,13,1,23,0.3913043478,0.5652173913,0.0434782609
520495,2017,1,S,7,1,0,8,875,125,0
520500,2017,1,S,8,3,0,11,0.7272727273,0.2727272727,0
520505,2017,1,S,6,1,1,8,0.75,125,125
520510,2017,1,NA,0,0,0,0,-1,-1,-1
520520,2017,1,S,10,0,0,10,1,0,0
520530,2017,1,NA,0,0,0,0,-1,-1,-1
520540,2017,1,S,15,3,0,18,0.8333333333,0.1666666667,0
520545,2017,1,N,10,3,3,16,625,0.1875,0.1875
520547,2017,1,N,9,1,0,10,0.9,0.1,0
520549,2017,1,N,14,18,8,40,0.35,0.45,0.2
520551,2017,1,S,24,15,5,44,0.5454545455,0.3409090909,0.1136363636
520552,2017,1,S,1,7,0,8,125,875,0
520570,2017,1,S,0,3,0,3,0,1,0
520580,2017,1,S,20,4,0,24,0.8333333333,0.1666666667,0
520590,2017,1,S,21,1,2,24,875,0.0416666667,0.0833333333
520620,2017,1,S,5,53,15,73,0.0684931507,0.7260273973,0.2054794521
520630,2017,1,S,7,1,0,8,875,125,0
520640,2017,1,S,34,5,3,42,0.8095238095,0.119047619,0.0714285714
520650,2017,1,S,10,0,0,10,1,0,0
520660,2017,1,S,5,1,0,6,0.8333333333,0.1666666667,0
520670,2017,1,S,2,1,2,5,0.4,0.2,0.4
520680,2017,1,S,6,0,0,6,1,0,0
520690,2017,1,N,10,0,0,10,1,0,0
520710,2017,1,N,3,5,0,8,375,625,0
520725,2017,1,N,16,1,3,20,0.8,0.05,0.15
520735,2017,1,S,6,4,3,13,0.4615384615,0.3076923077,0.2307692308
520740,2017,1,S,16,4,0,20,0.8,0.2,0
520750,2017,1,S,7,3,0,10,0.7,0.3,0
520753,2017,1,N,19,0,1,20,0.95,0,0.05
520760,2017,1,N,16,1,2,19,0.8421052632,0.0526315789,0.1052631579
520780,2017,1,N,10,2,2,14,0.7142857143,0.1428571429,0.1428571429
520790,2017,1,N,0,19,4,23,0,0.8260869565,0.1739130435
520800,2017,1,S,65,21,2,88,0.7386363636,0.2386363636,0.0227272727
520810,2017,1,N,7,1,0,8,875,125,0
520815,2017,1,S,7,5,2,14,0.5,0.3571428571,0.1428571429
520830,2017,1,S,2,8,4,14,0.1428571429,0.5714285714,0.2857142857
520840,2017,1,S,4,1,6,11,0.3636363636,0.0909090909,0.5454545455
520850,2017,1,S,3,5,0,8,375,625,0
520860,2017,1,S,41,1,2,44,0.9318181818,0.0227272727,0.0454545455
520870,2017,1,S,32,1,2,35,0.9142857143,0.0285714286,0.0571428571
520880,2017,1,N,8,11,1,20,0.4,0.55,0.05
520890,2017,1,N,3,3,21,27,0.1111111111,0.1111111111,0.7777777778
520910,2017,1,N,30,1,3,34,0.8823529412,0.0294117647,0.0882352941
520915,2017,1,N,5,3,0,8,625,375,0
520920,2017,1,N,11,4,1,16,0.6875,0.25,0.0625
520929,2017,1,S,7,0,0,7,1,0,0
520940,2017,1,N,8,2,0,10,0.8,0.2,0
520945,2017,1,N,12,1,0,13,0.9230769231,0.0769230769,0
520960,2017,1,N,11,2,0,13,0.8461538462,0.1538461538,0
520970,2017,1,S,15,3,10,28,0.5357142857,0.1071428571,0.3571428571
520980,2017,1,N,8,1,0,9,0.8888888889,0.1111111111,0
520990,2017,1,N,10,2,0,12,0.8333333333,0.1666666667,0
520993,2017,1,NA,0,0,0,0,-1,-1,-1
520995,2017,1,S,6,1,5,12,0.5,0.0833333333,0.4166666667
521000,2017,1,S,22,1,0,23,0.9565217391,0.0434782609,0
521010,2017,1,N,11,0,4,15,0.7333333333,0,0.2666666667
521015,2017,1,S,10,0,0,10,1,0,0
521020,2017,1,S,21,1,1,23,0.9130434783,0.0434782609,0.0434782609
521030,2017,1,S,5,0,0,5,1,0,0
521040,2017,1,S,36,4,3,43,0.8372093023,0.0930232558,0.0697674419
521056,2017,1,S,9,0,0,9,1,0,0
521060,2017,1,N,2,4,0,6,0.3333333333,0.6666666667,0
521080,2017,1,S,19,0,0,19,1,0,0
521090,2017,1,S,6,5,0,11,0.5454545455,0.4545454545,0
521100,2017,1,S,11,3,0,14,0.7857142857,0.2142857143,0
521120,2017,1,S,25,0,0,25,1,0,0
521130,2017,1,N,15,4,2,21,0.7142857143,0.1904761905,0.0952380952
521140,2017,1,S,11,0,0,11,1,0,0
521150,2017,1,N,18,21,0,39,0.4615384615,0.5384615385,0
521160,2017,1,N,9,3,2,14,0.6428571429,0.2142857143,0.1428571429
521170,2017,1,S,11,5,1,17,0.6470588235,0.2941176471,0.0588235294
521180,2017,1,S,19,6,26,51,0.3725490196,0.1176470588,0.5098039216
521190,2017,1,S,60,16,9,85,0.7058823529,0.1882352941,0.1058823529
521200,2017,1,S,2,6,0,8,0.25,0.75,0
521205,2017,1,S,5,1,0,6,0.8333333333,0.1666666667,0
521210,2017,1,S,9,1,0,10,0.9,0.1,0
521220,2017,1,S,30,5,0,35,0.8571428571,0.1428571429,0
521225,2017,1,S,5,3,0,8,625,375,0
521230,2017,1,S,7,4,4,15,0.4666666667,0.2666666667,0.2666666667
521250,2017,1,N,52,21,2,75,0.6933333333,0.28,0.0266666667
521260,2017,1,S,8,1,0,9,0.8888888889,0.1111111111,0
521270,2017,1,S,6,4,0,10,0.6,0.4,0
521280,2017,1,S,12,2,0,14,0.8571428571,0.1428571429,0
521290,2017,1,S,4,0,0,4,1,0,0
521295,2017,1,S,4,1,5,10,0.4,0.1,0.5
521300,2017,1,S,6,5,2,13,0.4615384615,0.3846153846,0.1538461538
521305,2017,1,S,0,8,0,8,0,1,0
521308,2017,1,S,43,6,12,61,0.7049180328,0.0983606557,0.1967213115
521310,2017,1,S,35,0,3,38,0.9210526316,0,0.0789473684
521340,2017,1,N,0,0,1,1,0,0,1
521350,2017,1,S,2,6,4,12,0.1666666667,0.5,0.3333333333
521370,2017,1,S,20,4,3,27,0.7407407407,0.1481481481,0.1111111111
521375,2017,1,S,30,5,2,37,0.8108108108,0.1351351351,0.0540540541
521377,2017,1,N,14,2,2,18,0.7777777778,0.1111111111,0.1111111111
521380,2017,1,N,26,5,1,32,0.8125,0.15625,0.03125
521385,2017,1,N,4,3,0,7,0.5714285714,0.4285714286,0
521390,2017,1,N,16,2,3,21,0.7619047619,0.0952380952,0.1428571429
521400,2017,1,S,23,2,0,25,0.92,0.08,0
521405,2017,1,S,8,2,2,12,0.6666666667,0.1666666667,0.1666666667
521410,2017,1,S,3,5,1,9,0.3333333333,0.5555555556,0.1111111111
521440,2017,1,N,5,3,1,9,0.5555555556,0.3333333333,0.1111111111
521450,2017,1,S,9,3,1,13,0.6923076923,0.2307692308,0.0769230769
521460,2017,1,S,0,24,50,74,0,0.3243243243,0.6756756757
521470,2017,1,S,6,3,1,10,0.6,0.3,0.1
521480,2017,1,S,4,0,0,4,1,0,0
521483,2017,1,S,12,2,4,18,0.6666666667,0.1111111111,0.2222222222
521486,2017,1,S,12,2,0,14,0.8571428571,0.1428571429,0
521487,2017,1,S,1,3,5,9,0.1111111111,0.3333333333,0.5555555556
521490,2017,1,N,3,1,0,4,0.75,0.25,0
521500,2017,1,S,2,3,1,6,0.3333333333,0.5,0.1666666667
521520,2017,1,N,13,0,0,13,1,0,0
521523,2017,1,S,47,25,2,74,0.6351351351,0.3378378378,0.027027027
521525,2017,1,S,9,0,2,11,0.8181818182,0,0.1818181818
521530,2017,1,S,5,2,20,27,0.1851851852,0.0740740741,0.7407407407
521540,2017,1,N,10,5,1,16,625,0.3125,0.0625
521550,2017,1,N,13,0,0,13,1,0,0
521560,2017,1,S,27,15,6,48,0.5625,0.3125,125
521565,2017,1,N,13,0,0,13,1,0,0
521570,2017,1,N,28,0,12,40,0.7,0,0.3
521580,2017,1,N,0,0,1,1,0,0,1
521590,2017,1,N,13,0,0,13,1,0,0
521600,2017,1,S,8,0,0,8,1,0,0
521630,2017,1,N,8,3,0,11,0.7272727273,0.2727272727,0
521640,2017,1,S,27,0,0,27,1,0,0
521645,2017,1,S,9,6,1,16,0.5625,375,0.0625
521680,2017,1,N,12,2,0,14,0.8571428571,0.1428571429,0
521690,2017,1,S,2,1,5,8,0.25,125,625
521710,2017,1,S,22,1,0,23,0.9565217391,0.0434782609,0
521720,2017,1,S,3,8,2,13,0.2307692308,0.6153846154,0.1538461538
521730,2017,1,N,28,10,5,43,0.6511627907,0.2325581395,0.1162790698
521740,2017,1,N,12,3,0,15,0.8,0.2,0
521760,2017,1,N,35,12,9,56,625,0.2142857143,0.1607142857
521770,2017,1,N,22,9,1,32,0.6875,0.28125,0.03125
521800,2017,1,S,28,14,1,43,0.6511627907,0.3255813953,0.023255814
521805,2017,1,S,6,0,0,6,1,0,0
521810,2017,1,S,10,0,0,10,1,0,0
521830,2017,1,N,24,4,2,30,0.8,0.1333333333,0.0666666667
521839,2017,1,S,7,3,5,15,0.4666666667,0.2,0.3333333333
521850,2017,1,N,44,10,2,56,0.7857142857,0.1785714286,0.0357142857
521860,2017,1,S,6,2,0,8,0.75,0.25,0
521870,2017,1,S,2,4,0,6,0.3333333333,0.6666666667,0
521878,2017,1,N,5,3,0,8,625,375,0
521880,2017,1,S,158,0,4,162,0.975308642,0,0.024691358
521890,2017,1,S,25,0,0,25,1,0,0
521900,2017,1,S,5,1,1,7,0.7142857143,0.1428571429,0.1428571429
521910,2017,1,N,8,1,3,12,0.6666666667,0.0833333333,0.25
521920,2017,1,S,16,3,0,19,0.8421052632,0.1578947368,0
521925,2017,1,S,13,0,2,15,0.8666666667,0,0.1333333333
521930,2017,1,S,21,0,1,22,0.9545454545,0,0.0454545455
521935,2017,1,S,15,2,0,17,0.8823529412,0.1176470588,0
521940,2017,1,S,9,0,0,9,1,0,0
521945,2017,1,S,15,0,0,15,1,0,0
521950,2017,1,S,3,2,0,5,0.6,0.4,0
521960,2017,1,S,9,0,0,9,1,0,0
521970,2017,1,NA,0,0,0,0,-1,-1,-1
521971,2017,1,S,9,4,0,13,0.6923076923,0.3076923077,0
521973,2017,1,N,4,1,2,7,0.5714285714,0.1428571429,0.2857142857
521975,2017,1,N,3,36,4,43,0.0697674419,0.8372093023,0.0930232558
521980,2017,1,S,0,14,7,21,0,0.6666666667,0.3333333333
521990,2017,1,S,8,2,0,10,0.8,0.2,0
522000,2017,1,N,5,3,2,10,0.5,0.3,0.2
522005,2017,1,S,2,2,0,4,0.5,0.5,0
522010,2017,1,S,13,0,4,17,0.7647058824,0,0.2352941176
522015,2017,1,N,0,1,0,1,0,1,0
522020,2017,1,S,29,7,3,39,0.7435897436,0.1794871795,0.0769230769
522026,2017,1,S,12,1,4,17,0.7058823529,0.0588235294,0.2352941176
522028,2017,1,S,6,0,0,6,1,0,0
522040,2017,1,N,13,0,2,15,0.8666666667,0,0.1333333333
522045,2017,1,N,31,3,1,35,0.8857142857,0.0857142857,0.0285714286
522050,2017,1,N,1,8,8,17,0.0588235294,0.4705882353,0.4705882353
522060,2017,1,S,18,9,5,32,0.5625,0.28125,0.15625
522068,2017,1,S,2,2,1,5,0.4,0.4,0.2
522070,2017,1,S,4,0,2,6,0.6666666667,0,0.3333333333
522100,2017,1,S,5,0,0,5,1,0,0
522108,2017,1,NA,0,0,0,0,-1,-1,-1
522119,2017,1,S,3,0,2,5,0.6,0,0.4
522130,2017,1,N,8,0,0,8,1,0,0
522140,2017,1,S,14,1,0,15,0.9333333333,0.0666666667,0
522145,2017,1,N,9,0,1,10,0.9,0,0.1
522150,2017,1,N,11,3,0,14,0.7857142857,0.2142857143,0
522155,2017,1,S,6,3,2,11,0.5454545455,0.2727272727,0.1818181818
522157,2017,1,S,11,2,3,16,0.6875,125,0.1875
522160,2017,1,N,12,11,0,23,0.5217391304,0.4782608696,0
522170,2017,1,N,8,5,1,14,0.5714285714,0.3571428571,0.0714285714
522180,2017,1,S,9,0,2,11,0.8181818182,0,0.1818181818
522185,2017,1,S,15,11,6,32,0.46875,0.34375,0.1875
522190,2017,1,S,7,0,1,8,875,0,125
522200,2017,1,S,27,3,0,30,0.9,0.1,0
522205,2017,1,N,0,0,5,5,0,0,1
522220,2017,1,N,2,2,1,5,0.4,0.4,0.2
522230,2017,1,S,19,1,0,20,0.95,0.05,0
520005,2017,2,N,3,0,3,6,0.5,0,0.5
520010,2017,2,S,24,0,5,29,0.8275862069,0,0.1724137931
520013,2017,2,S,10,1,3,14,0.7142857143,0.0714285714,0.2142857143
520015,2017,2,N,4,0,1,5,0.8,0,0.2
520017,2017,2,N,17,0,0,17,1,0,0
520020,2017,2,N,6,0,2,8,0.75,0,0.25
520025,2017,2,N,22,12,1,35,0.6285714286,0.3428571429,0.0285714286
520030,2017,2,S,27,3,0,30,0.9,0.1,0
520050,2017,2,N,5,0,1,6,0.8333333333,0,0.1666666667
520055,2017,2,N,9,2,0,11,0.8181818182,0.1818181818,0
520060,2017,2,N,9,2,2,13,0.6923076923,0.1538461538,0.1538461538
520080,2017,2,S,5,1,1,7,0.7142857143,0.1428571429,0.1428571429
520082,2017,2,S,7,6,0,13,0.5384615385,0.4615384615,0
520085,2017,2,N,7,0,1,8,875,0,125
520090,2017,2,S,8,0,0,8,1,0,0
520110,2017,2,N,30,0,0,30,1,0,0
520120,2017,2,NA,0,0,0,0,-1,-1,-1
520130,2017,2,N,25,0,0,25,1,0,0
520140,2017,2,N,7,2,0,9,0.7777777778,0.2222222222,0
520145,2017,2,S,11,0,0,11,1,0,0
520150,2017,2,N,10,0,0,10,1,0,0
520160,2017,2,N,5,2,2,9,0.5555555556,0.2222222222,0.2222222222
520170,2017,2,S,5,1,0,6,0.8333333333,0.1666666667,0
520180,2017,2,N,0,0,8,8,0,0,1
520215,2017,2,S,12,2,0,14,0.8571428571,0.1428571429,0
520235,2017,2,S,4,5,0,9,0.4444444444,0.5555555556,0
520250,2017,2,S,0,9,0,9,0,1,0
520260,2017,2,S,11,0,0,11,1,0,0
520280,2017,2,N,4,2,1,7,0.5714285714,0.2857142857,0.1428571429
520310,2017,2,S,3,1,2,6,0.5,0.1666666667,0.3333333333
520320,2017,2,N,22,0,2,24,0.9166666667,0,0.0833333333
520330,2017,2,S,52,1,4,57,0.9122807018,0.0175438596,0.0701754386
520340,2017,2,S,8,3,3,14,0.5714285714,0.2142857143,0.2142857143
520350,2017,2,S,10,9,0,19,0.5263157895,0.4736842105,0
520355,2017,2,N,4,0,1,5,0.8,0,0.2
520357,2017,2,N,13,0,2,15,0.8666666667,0,0.1333333333
520360,2017,2,N,5,0,1,6,0.8333333333,0,0.1666666667
520380,2017,2,S,4,2,3,9,0.4444444444,0.2222222222,0.3333333333
520390,2017,2,S,11,1,0,12,0.9166666667,0.0833333333,0
520393,2017,2,S,6,0,0,6,1,0,0
520396,2017,2,S,6,0,0,6,1,0,0
520400,2017,2,N,8,0,0,8,1,0,0
520410,2017,2,S,17,0,0,17,1,0,0
520420,2017,2,S,8,0,0,8,1,0,0
520425,2017,2,S,16,0,0,16,1,0,0
520430,2017,2,S,25,2,1,28,0.8928571429,0.0714285714,0.0357142857
520440,2017,2,N,22,1,3,26,0.8461538462,0.0384615385,0.1153846154
520450,2017,2,S,15,8,0,23,0.652173913,0.347826087,0
520455,2017,2,N,6,1,1,8,0.75,125,125
520460,2017,2,S,8,3,0,11,0.7272727273,0.2727272727,0
520465,2017,2,N,10,0,0,10,1,0,0
520470,2017,2,N,7,1,6,14,0.5,0.0714285714,0.4285714286
520480,2017,2,N,10,2,1,13,0.7692307692,0.1538461538,0.0769230769
520485,2017,2,N,6,0,0,6,1,0,0
520490,2017,2,N,12,10,2,24,0.5,0.4166666667,0.0833333333
520495,2017,2,S,7,2,0,9,0.7777777778,0.2222222222,0
520500,2017,2,S,10,3,0,13,0.7692307692,0.2307692308,0
520505,2017,2,S,6,2,0,8,0.75,0.25,0
520510,2017,2,S,47,7,0,54,0.8703703704,0.1296296296,0
520520,2017,2,N,11,1,0,12,0.9166666667,0.0833333333,0
520530,2017,2,NA,0,0,0,0,-1,-1,-1
520540,2017,2,N,12,4,2,18,0.6666666667,0.2222222222,0.1111111111
520545,2017,2,N,10,0,4,14,0.7142857143,0,0.2857142857
520547,2017,2,N,10,0,0,10,1,0,0
520549,2017,2,S,17,10,6,33,0.5151515152,0.303030303,0.1818181818
520551,2017,2,S,30,13,6,49,0.612244898,0.2653061224,0.1224489796
520552,2017,2,S,1,7,1,9,0.1111111111,0.7777777778,0.1111111111
520570,2017,2,S,1,1,0,2,0.5,0.5,0
520580,2017,2,S,21,0,0,21,1,0,0
520590,2017,2,S,21,1,0,22,0.9545454545,0.0454545455,0
520620,2017,2,S,13,54,10,77,0.1688311688,0.7012987013,0.1298701299
520630,2017,2,S,8,0,0,8,1,0,0
520640,2017,2,S,39,1,2,42,0.9285714286,0.0238095238,0.0476190476
520650,2017,2,S,9,0,1,10,0.9,0,0.1
520660,2017,2,S,6,0,0,6,1,0,0
520670,2017,2,S,5,0,0,5,1,0,0
520680,2017,2,S,7,0,0,7,1,0,0
520690,2017,2,N,9,1,0,10,0.9,0.1,0
520710,2017,2,S,5,3,0,8,625,375,0
520725,2017,2,N,14,0,4,18,0.7777777778,0,0.2222222222
520735,2017,2,S,9,0,1,10,0.9,0,0.1
520740,2017,2,S,13,0,2,15,0.8666666667,0,0.1333333333
520750,2017,2,S,8,0,0,8,1,0,0
520753,2017,2,N,11,2,6,19,0.5789473684,0.1052631579,0.3157894737
520760,2017,2,N,15,2,1,18,0.8333333333,0.1111111111,0.0555555556
520780,2017,2,N,10,2,2,14,0.7142857143,0.1428571429,0.1428571429
520790,2017,2,N,4,10,9,23,0.1739130435,0.4347826087,0.3913043478
520800,2017,2,N,83,1,1,85,0.9764705882,0.0117647059,0.0117647059
520810,2017,2,N,6,3,0,9,0.6666666667,0.3333333333,0
520815,2017,2,S,8,5,0,13,0.6153846154,0.3846153846,0
520830,2017,2,N,3,5,5,13,0.2307692308,0.3846153846,0.3846153846
520840,2017,2,S,4,1,1,6,0.6666666667,0.1666666667,0.1666666667
520850,2017,2,S,9,1,0,10,0.9,0.1,0
520860,2017,2,S,41,1,0,42,0.9761904762,0.0238095238,0
520870,2017,2,S,33,1,1,35,0.9428571429,0.0285714286,0.0285714286
520880,2017,2,N,3,3,8,14,0.2142857143,0.2142857143,0.5714285714
520890,2017,2,N,8,3,17,28,0.2857142857,0.1071428571,0.6071428571
520910,2017,2,N,35,0,1,36,0.9722222222,0,0.0277777778
520915,2017,2,S,6,0,0,6,1,0,0
520920,2017,2,N,12,1,2,15,0.8,0.0666666667,0.1333333333
520929,2017,2,S,7,0,0,7,1,0,0
520940,2017,2,N,6,4,1,11,0.5454545455,0.3636363636,0.0909090909
520945,2017,2,N,12,1,0,13,0.9230769231,0.0769230769,0
520960,2017,2,S,8,0,2,10,0.8,0,0.2
520970,2017,2,N,15,2,10,27,0.5555555556,0.0740740741,0.3703703704
520980,2017,2,N,10,0,0,10,1,0,0
520990,2017,2,N,12,2,0,14,0.8571428571,0.1428571429,0
520993,2017,2,S,7,3,1,11,0.6363636364,0.2727272727,0.0909090909
520995,2017,2,S,5,0,6,11,0.4545454545,0,0.5454545455
521000,2017,2,S,24,1,1,26,0.9230769231,0.0384615385,0.0384615385
521010,2017,2,N,17,2,5,24,0.7083333333,0.0833333333,0.2083333333
521015,2017,2,N,10,0,0,10,1,0,0
521020,2017,2,S,23,0,0,23,1,0,0
521030,2017,2,S,5,0,0,5,1,0,0
521040,2017,2,S,39,0,1,40,975,0,25
521056,2017,2,S,8,0,1,9,0.8888888889,0,0.1111111111
521060,2017,2,S,3,2,2,7,0.4285714286,0.2857142857,0.2857142857
521080,2017,2,N,17,1,0,18,0.9444444444,0.0555555556,0
521090,2017,2,N,5,8,0,13,0.3846153846,0.6153846154,0
521100,2017,2,S,15,1,0,16,0.9375,0.0625,0
521120,2017,2,S,26,0,0,26,1,0,0
521130,2017,2,S,13,1,2,16,0.8125,0.0625,125
521140,2017,2,S,12,0,0,12,1,0,0
521150,2017,2,S,19,20,0,39,0.4871794872,0.5128205128,0
521160,2017,2,N,10,1,3,14,0.7142857143,0.0714285714,0.2142857143
521170,2017,2,S,16,1,0,17,0.9411764706,0.0588235294,0
521180,2017,2,N,37,8,5,50,0.74,0.16,0.1
521190,2017,2,S,74,3,6,83,0.8915662651,0.0361445783,0.0722891566
521200,2017,2,S,5,1,2,8,625,125,0.25
521205,2017,2,N,5,1,0,6,0.8333333333,0.1666666667,0
521210,2017,2,N,10,0,0,10,1,0,0
521220,2017,2,S,31,0,2,33,0.9393939394,0,0.0606060606
521225,2017,2,N,5,0,0,5,1,0,0
521230,2017,2,N,10,1,4,15,0.6666666667,0.0666666667,0.2666666667
521250,2017,2,N,72,3,0,75,0.96,0.04,0
521260,2017,2,S,8,0,0,8,1,0,0
521270,2017,2,S,7,3,0,10,0.7,0.3,0
521280,2017,2,S,14,5,0,19,0.7368421053,0.2631578947,0
521290,2017,2,N,5,0,0,5,1,0,0
521295,2017,2,S,8,2,1,11,0.7272727273,0.1818181818,0.0909090909
521300,2017,2,S,7,6,0,13,0.5384615385,0.4615384615,0
521305,2017,2,S,3,5,3,11,0.2727272727,0.4545454545,0.2727272727
521308,2017,2,N,52,3,7,62,0.8387096774,0.0483870968,0.1129032258
521310,2017,2,S,36,0,0,36,1,0,0
521340,2017,2,NA,0,0,0,0,-1,-1,-1
521350,2017,2,N,4,8,4,16,0.25,0.5,0.25
521370,2017,2,N,28,3,2,33,0.8484848485,0.0909090909,0.0606060606
521375,2017,2,S,31,2,5,38,0.8157894737,0.0526315789,0.1315789474
521377,2017,2,N,12,3,0,15,0.8,0.2,0
521380,2017,2,N,32,0,0,32,1,0,0
521385,2017,2,S,5,0,2,7,0.7142857143,0,0.2857142857
521390,2017,2,S,15,2,4,21,0.7142857143,0.0952380952,0.1904761905
521400,2017,2,S,22,0,2,24,0.9166666667,0,0.0833333333
521405,2017,2,S,11,2,2,15,0.7333333333,0.1333333333,0.1333333333
521410,2017,2,S,3,4,2,9,0.3333333333,0.4444444444,0.2222222222
521440,2017,2,N,9,0,0,9,1,0,0
521450,2017,2,S,6,3,1,10,0.6,0.3,0.1
521460,2017,2,S,1,34,123,158,0.0063291139,0.2151898734,0.7784810127
521470,2017,2,S,7,0,1,8,875,0,125
521480,2017,2,S,4,0,0,4,1,0,0
521483,2017,2,S,14,1,8,23,0.6086956522,0.0434782609,0.347826087
521486,2017,2,N,12,2,1,15,0.8,0.1333333333,0.0666666667
521487,2017,2,N,2,3,3,8,0.25,375,375
521490,2017,2,N,4,1,0,5,0.8,0.2,0
521500,2017,2,S,2,2,0,4,0.5,0.5,0
521520,2017,2,N,12,1,0,13,0.9230769231,0.0769230769,0
521523,2017,2,S,63,2,2,67,0.9402985075,0.0298507463,0.0298507463
521525,2017,2,S,9,0,0,9,1,0,0
521530,2017,2,S,22,0,13,35,0.6285714286,0,0.3714285714
521540,2017,2,N,13,0,0,13,1,0,0
521550,2017,2,N,13,0,0,13,1,0,0
521560,2017,2,S,25,14,6,45,0.5555555556,0.3111111111,0.1333333333
521565,2017,2,N,14,2,0,16,875,125,0
521570,2017,2,N,37,1,2,40,925,25,0.05
521580,2017,2,S,0,0,1,1,0,0,1
521590,2017,2,N,13,0,1,14,0.9285714286,0,0.0714285714
521600,2017,2,S,7,0,0,7,1,0,0
521630,2017,2,N,9,4,0,13,0.6923076923,0.3076923077,0
521640,2017,2,S,25,1,3,29,0.8620689655,0.0344827586,0.1034482759
521645,2017,2,S,7,5,4,16,0.4375,0.3125,0.25
521680,2017,2,N,8,2,3,13,0.6153846154,0.1538461538,0.2307692308
521690,2017,2,N,0,0,8,8,0,0,1
521710,2017,2,S,31,2,1,34,0.9117647059,0.0588235294,0.0294117647
521720,2017,2,S,3,8,3,14,0.2142857143,0.5714285714,0.2142857143
521730,2017,2,S,16,6,22,44,0.3636363636,0.1363636364,0.5
521740,2017,2,N,11,0,2,13,0.8461538462,0,0.1538461538
521760,2017,2,N,18,12,5,35,0.5142857143,0.3428571429,0.1428571429
521770,2017,2,S,25,4,2,31,0.8064516129,0.1290322581,0.064516129
521800,2017,2,S,37,3,4,44,0.8409090909,0.0681818182,0.0909090909
521805,2017,2,S,6,0,0,6,1,0,0
521810,2017,2,S,10,0,0,10,1,0,0
521830,2017,2,N,28,5,1,34,0.8235294118,0.1470588235,0.0294117647
521839,2017,2,S,8,2,1,11,0.7272727273,0.1818181818,0.0909090909
521850,2017,2,S,42,8,0,50,0.84,0.16,0
521860,2017,2,N,7,0,0,7,1,0,0
521870,2017,2,N,3,2,0,5,0.6,0.4,0
521878,2017,2,S,8,0,0,8,1,0,0
521880,2017,2,S,154,0,4,158,0.9746835443,0,0.0253164557
521890,2017,2,S,24,1,0,25,0.96,0.04,0
521900,2017,2,S,6,1,0,7,0.8571428571,0.1428571429,0
521910,2017,2,N,7,1,2,10,0.7,0.1,0.2
521920,2017,2,S,15,1,0,16,0.9375,0.0625,0
521925,2017,2,S,14,0,1,15,0.9333333333,0,0.0666666667
521930,2017,2,S,30,0,2,32,0.9375,0,0.0625
521935,2017,2,N,18,0,0,18,1,0,0
521940,2017,2,S,8,1,0,9,0.8888888889,0.1111111111,0
521945,2017,2,N,15,0,0,15,1,0,0
521950,2017,2,S,5,0,1,6,0.8333333333,0,0.1666666667
521960,2017,2,S,9,0,0,9,1,0,0
521970,2017,2,S,8,0,0,8,1,0,0
521971,2017,2,S,10,0,0,10,1,0,0
521973,2017,2,N,6,0,1,7,0.8571428571,0,0.1428571429
521975,2017,2,N,13,16,16,45,0.2888888889,0.3555555556,0.3555555556
521980,2017,2,N,0,9,16,25,0,0.36,0.64
521990,2017,2,N,8,0,0,8,1,0,0
522000,2017,2,N,5,2,0,7,0.7142857143,0.2857142857,0
