cod_municipio,ano,item1_mde,item1_fundeb,item1_mde,item1_fundeb,item3e4_mde_edu_inf,item3e4_fundeb_pag_mag,item3e4_mde_edu_fun,item3e4_fundeb_pag_mag,item3e4_fundeb_pag_mag,dedu_const,item_perc_certi
5218300,2015,"32434031,53","5447903,23","26986128,3","13930731,88",0,"20849337,12","20849337,12","12021017,46","2442754,65","9880936,09","33,82"
5218391,2015,"9533718,02","476016,92","9057701,1","393587,73",0,"1966124,38","1966124,38","392440,49","6445,15","-1216634,88","33,38"
5218508,2015,"81426577,66","18455380,92","62971196,74","17787140,3","233994,45","30008771,31","30242765,76","17029804,81","1887934,77","7372506,7","28,09"
5218607,2015,"14699399,75","1378679,13","13320720,62","3350223,71","1297,54","5606455,23","5607752,77","2241033,69","1227521,83","1000243,49","31,34"
5218706,2015,"11723853,26","782474,96","10941378,3","1718035,96","64664,01","2639552,85","2704216,86","1472190,94","274195,92",-180684,"24,61"
5218789,2015,"18764154,62","6377239,35","12386915,27","2033036,27","689459,05","3797246,74","4486705,79","1595842,68","336696,4","-238269,6","25,18"
5218805,2015,"386352379,59","115473365,37","270879014,22","74148195,66","10638823,36","136397476,78","147036300,14","74281249,05","375,55","23381446,61","32,01"
5218904,2015,"24491930,77","3338183,24","21153747,53","7325798,91","185200,67","10434441,08","10619641,75","6547447,73","898794,49","3504821,5","29,05"
5219001,2015,"11730247,44","989692,42","10740555,02","2263711,79",0,"4260682,39","4260682,39","1479184,43","901532,97","557806,91","31,57"
5219100,2015,"10618974,64","1080086,71","9538887,93","2445655,55","87066,89","3767299,84","3854366,73","1628752,22","930838,98","780356,34","28,95"
5219209,2015,"12004200,85","696226,71","11307974,14","679682,06",0,"1681859,6","1681859,6","808091,13","49917,54","-1451556,16","26,1"
5219258,2015,"14996749,31","1125977,01","13870772,3","2003699,59",0,"3827169,34","3827169,34","1830651,4","301079,06","-536374,7","29,1"
5219308,2015,"58505863,61","11159451,38","47346412,23","9908436,71",0,"18660575,44","18660575,44","9077688,72","41461,81","1613038,32","29,14"
5219357,2015,"11195230,73","1114057,78","10081172,95","626880,81",0,"1966930,74","1966930,74","584617,02","49286,99","-1167632,09",28
5219407,2015,"12019327,33","908059,16","11111268,17","2217930,55","549535,84","3233064,96","3782600,8","2239167,33","125799,53","264791,27","29,27"
5219456,2015,"9771793,38","426690,31","9345103,07","873458,43",0,"3077581,23","3077581,23","900308,37","18969,17","-687173,31","38,53"
5219506,2015,"9537819,45","500416,53","9037402,92","844834,33",0,"1947894,31","1947894,31","834035,41",2083,"-862340,02","29,46"
5219605,2015,"9841007,78","216221,31","9624786,47","1741826,46","198566,71","2720516,36","2919083,07","1203177,86","568637,13","10138,72","29,56"
5219704,2015,"11201345,3","1010462,89","10190882,41","4018476,94",0,"5612743,92","5612743,92","2750150,95","1518159,76","2100297,3","31,36"
5219712,2015,"14905490,21","1946214,42","12959275,79","1924354,91","943398,48","3365469,5","4308867,98","1654436,32","320570,6","-248131,37","30,57"
5219738,2015,"42349473,27","9143856,37","33205616,9","40494647,03","7165059,18","45510882,45","52675941,63","31482714,19","18018850,5","43377394,31","21,96"
5219753,2015,"12216651,72","2415560,27","9801091,45","2640517,2","289072,61","3822586,07","4111658,68","1792825,41","938530,32","996910,22","25,5"
5219803,2015,"16680838,8","1480564,21","15200274,59","4413545,23","78771,99","7856701,51","7935473,5","4244138,16","202076,7","2746834,48","31,11"
5219902,2015,"11042718,09","1616212,32","9426505,77","2067695,3","2227,7","4378401,11","4380628,81","2110762,42","20390,25","1561874,46","25,53"
5220058,2015,"15770927,52","1527914,64","14243012,88","4126501,9",0,"7326006,9","7326006,9","4322950,24","167,01","1543396,32","36,67"
5220009,2015,"10403383,82","362762,24","10040621,58","612600,11",1080,"1574246,38","1575326,38","391194,41","219424,5","-1282764,71","27,47"
5220108,2015,"38874251,9","8860350,36","30013901,54","9239741,81","3247479,33","10767686,77","14015166,1","8512806,65","745233,93","4009808,39","25,74"
5220157,2015,"13782535,74","782566,43","12999969,31","2309006,59","689,45","5252318,98","5253008,43","1744538,93","533398,99","999865,64","30,86"
5220207,2015,"34265918,89","5442955,27","28822963,62","8555286,94","46976,15","14200629,21","14247605,36","8259605,55","311248,87","3426033,78","31,58"
5220264,2015,"10869038,15","850652,97","10018385,18","2046207,02","40136,2","3687711,86","3727848,06","1625767,84","492991,13","172714,89","32,71"
5220280,2015,"10476960,1","125159,22","10351800,88","456773,04",0,"1314067,2","1314067,2","453246,6",0,"-1508830,17","26,94"
5220405,2015,"73235239,13","6168066,01","67067173,12","8263796,94","819654,03","14542831,78","15362485,81","7973386,89","275069,68","-4843661,79","27,59"
5220454,2015,"190676228,13","33103479,24","157572748,89","61413835,11","17481350,52","62897249,26","80378599,78","42839831,67","19241952,78","32339134,47","25,19"
5220504,2015,"20599391,85","2774326,33","17825065,52","3362744,38","297155,96","6891849,58","7189005,54","2620326,01","863930,12","427940,66","32,82"
5220603,2015,"34311298,42","5077109,12","29234189,3","5701613,07","270799,63","10706018,79","10976818,42","4461603,46","1648285,52","469414,11","30,62"
5220686,2015,"9847657,55","564615,17","9283042,38","2891355,08",0,"3898604,6","3898604,6","2566773,81","341547,93","1208292,93","27,32"
5220702,2015,"9887818,73","225125,91","9662692,82","714134,25",0,"2230386,52","2230386,52","701237,44","104398,47","-886853,96","31,53"
5221007,2015,"9998968,37","741160,53","9257807,84","1365745,21","7368,59","2290063,68","2297432,27","1334007,06","28659,55","-312844,59","26,11"
5221080,2015,"8982886,09","365876,07","8617010,02","1419207,38","154932,6","2386400,42","2541333,02","1044628,72","386788,67","-146143,68","29,92"
5221197,2015,"13918355,13","1312230,77","12606124,36",3047346,"458139,52","4566858,04","5024997,56","3479807,74","623775,35","774339,09","30,54"
5221304,2015,"9299551,24","483475,33","8816075,91","1040050,38","121330,85","2157699,01","2279029,86","733644,2","323254,62","-498677,33","29,87"
5221403,2015,"91103240,4","23723895,3","67379345,1","28674685,88","739912,81","44530752,71","45270665,52","22795193,4","6169502,92","20397272,16","27,3"
5221452,2015,"11327864,82","437893,47","10889971,35","1130319,74",0,"3122921,06","3122921,06","524670,89","612257,17","-797208,78","34,61"
5221502,2015,"11941811,27","836052,45","11105758,82","1412701,11","59753,1","3552971,01","3612724,11","1288247,37","110965,86","-358787,72","33,26"
5221551,2015,"21432388,2","1931639,99","19500748,21","3011276,32",0,"5753612,68","5753612,68",2748731,"361204,4","-498971,89","29,17"
5221577,2015,"9528116,97","225649,17","9302467,8","1268335,2",0,"3384424,81","3384424,81","1268645,16",0,"-379990,91","39,51"
5221601,2015,"41728999,22","7297401,48","34431597,74","9908307,37",0,"18959104,09","18959104,09","7817319,89","2093173,86","5491697,2","32,27"
5221700,2015,"17345231,9","1407645,08","15937586,82","3928940,04","106162,77","6532252,98","6638415,75","3509295,78","658576,03","1539677,84","29,4"
5221809,2015,"12253093,24","423049,39","11830043,85","1019014,58","1132,1","2299227,16","2300359,26","948746,68","98136,04","-1064495,98","27,46"
5221858,2015,"129798081,06","50240589,5","79557491,56","70836248,24","19722298,13","78843678,14","98565976,27","55276850,76","13686936,08","64002480,74","26,63"
5221908,2015,"10020794,33","761706,99","9259087,34","1106823,77",0,"2976532,97","2976532,97","969130,31","81061,07","-4932,54","29,75"
5222005,2015,"21327427,07","3386685,75","17940741,32","5416311,44","347688,02","9043433,5","9391121,52","4728633,14","1208527,83","2371473,41","32,91"
5222054,2015,"16439420,54","1262268,85","15177151,69","3904034,27","99944,7","5854473,83","5954418,53","2861176,8","967656,33","1484387,58","27,19"
5222203,2015,"10363572,13","869687,34","9493884,79","3114361,13",0,"4480395,07","4480395,07","1636634,95","1686155,82","1628879,39","27,51"
5222302,2015,"14478402,35","810158,14","13668244,21","2349512,8","16009,92","4430840,36","4446850,28","1519867,81","927652,74","-83158,84","31,29"
